,balanced,learning rate,adaptive learning,epochs,batch size,regularization,regularization parameter,accuracy
1607,True,0.1,const,60.0,40.0,l2,0.001,0.6784638554216867
1608,True,0.1,const,1.0,60.0,l2,0.001,0.6581325301204819
1609,True,0.1,const,10.0,60.0,l2,0.001,0.6626506024096386
1610,True,0.1,const,40.0,60.0,l2,0.001,0.6837349397590361
1611,True,0.1,const,60.0,60.0,l2,0.001,0.6694277108433735
1612,True,0.1,const,1.0,80.0,l2,0.001,0.6483433734939759
1613,True,0.1,const,10.0,80.0,l2,0.001,0.6490963855421686
1614,True,0.1,const,40.0,80.0,l2,0.001,0.6716867469879518
1615,True,0.1,const,60.0,80.0,l2,0.001,0.6716867469879518
1616,True,0.1,decay,1.0,10.0,l2,0.001,0.6536144578313253
1617,True,0.1,decay,10.0,10.0,l2,0.001,0.6724397590361446
1618,True,0.1,decay,40.0,10.0,l2,0.001,0.6701807228915663
1619,True,0.1,decay,60.0,10.0,l2,0.001,0.6701807228915663
1620,True,0.1,decay,1.0,40.0,l2,0.001,0.6649096385542169
1621,True,0.1,decay,10.0,40.0,l2,0.001,0.6588855421686747
1622,True,0.1,decay,40.0,40.0,l2,0.001,0.6724397590361446
1623,True,0.1,decay,60.0,40.0,l2,0.001,0.670933734939759
1624,True,0.1,decay,1.0,60.0,l2,0.001,0.6325301204819277
1625,True,0.1,decay,10.0,60.0,l2,0.001,0.6618975903614458
1626,True,0.1,decay,40.0,60.0,l2,0.001,0.6701807228915663
1627,True,0.1,decay,60.0,60.0,l2,0.001,0.6694277108433735
1628,True,0.1,decay,1.0,80.0,l2,0.001,0.6295180722891566
1629,True,0.1,decay,10.0,80.0,l2,0.001,0.6566265060240963
1630,True,0.1,decay,40.0,80.0,l2,0.001,0.6634036144578314
1631,True,0.1,decay,60.0,80.0,l2,0.001,0.6664156626506024
1632,True,0.01,const,1.0,10.0,l2,0.001,0.6566265060240963
1633,True,0.01,const,10.0,10.0,l2,0.001,0.6581325301204819
1634,True,0.01,const,40.0,10.0,l2,0.001,0.6716867469879518
1635,True,0.01,const,60.0,10.0,l2,0.001,0.6762048192771084
1636,True,0.01,const,1.0,40.0,l2,0.001,0.5775602409638554
1637,True,0.01,const,10.0,40.0,l2,0.001,0.6603915662650602
1638,True,0.01,const,40.0,40.0,l2,0.001,0.6603915662650602
1639,True,0.01,const,60.0,40.0,l2,0.001,0.6603915662650602
1640,True,0.01,const,1.0,60.0,l2,0.001,0.6106927710843374
1641,True,0.01,const,10.0,60.0,l2,0.001,0.6543674698795181
1642,True,0.01,const,40.0,60.0,l2,0.001,0.6521084337349398
1643,True,0.01,const,60.0,60.0,l2,0.001,0.6543674698795181
1644,True,0.01,const,1.0,80.0,l2,0.001,0.5512048192771084
1645,True,0.01,const,10.0,80.0,l2,0.001,0.6521084337349398
1646,True,0.01,const,40.0,80.0,l2,0.001,0.6558734939759037
1647,True,0.01,const,60.0,80.0,l2,0.001,0.6581325301204819
1648,True,0.01,decay,1.0,10.0,l2,0.001,0.6490963855421686
1649,True,0.01,decay,10.0,10.0,l2,0.001,0.6603915662650602
1650,True,0.01,decay,40.0,10.0,l2,0.001,0.6686746987951807
1651,True,0.01,decay,60.0,10.0,l2,0.001,0.670933734939759
1652,True,0.01,decay,1.0,40.0,l2,0.001,0.6076807228915663
1653,True,0.01,decay,10.0,40.0,l2,0.001,0.670933734939759
1654,True,0.01,decay,40.0,40.0,l2,0.001,0.6558734939759037
1655,True,0.01,decay,60.0,40.0,l2,0.001,0.6588855421686747
1656,True,0.01,decay,1.0,60.0,l2,0.001,0.6227409638554217
1657,True,0.01,decay,10.0,60.0,l2,0.001,0.6536144578313253
1658,True,0.01,decay,40.0,60.0,l2,0.001,0.6588855421686747
1659,True,0.01,decay,60.0,60.0,l2,0.001,0.6558734939759037
1660,True,0.01,decay,1.0,80.0,l2,0.001,0.5753012048192772
1661,True,0.01,decay,10.0,80.0,l2,0.001,0.6355421686746988
1662,True,0.01,decay,40.0,80.0,l2,0.001,0.651355421686747
1663,True,0.01,decay,60.0,80.0,l2,0.001,0.6566265060240963
1664,True,1.0,const,1.0,10.0,none,0.0,0.6634036144578314
1665,True,1.0,const,10.0,10.0,none,0.0,0.6792168674698795
1666,True,1.0,const,40.0,10.0,none,0.0,0.5828313253012049
1667,True,1.0,const,60.0,10.0,none,0.0,0.5286144578313253
1668,True,1.0,const,1.0,40.0,none,0.0,0.5956325301204819
1669,True,1.0,const,10.0,40.0,none,0.0,0.6483433734939759
1670,True,1.0,const,40.0,40.0,none,0.0,0.6400602409638554
1671,True,1.0,const,60.0,40.0,none,0.0,0.6445783132530121
1672,True,1.0,const,1.0,60.0,none,0.0,0.6746987951807228
1673,True,1.0,const,10.0,60.0,none,0.0,0.6400602409638554
1674,True,1.0,const,40.0,60.0,none,0.0,0.661144578313253
1675,True,1.0,const,60.0,60.0,none,0.0,0.6106927710843374
1676,True,1.0,const,1.0,80.0,none,0.0,0.6385542168674698
1677,True,1.0,const,10.0,80.0,none,0.0,0.6867469879518072
1678,True,1.0,const,40.0,80.0,none,0.0,0.6061746987951807
1679,True,1.0,const,60.0,80.0,none,0.0,0.6822289156626506
1680,True,1.0,decay,1.0,10.0,none,0.0,0.6679216867469879
1681,True,1.0,decay,10.0,10.0,none,0.0,0.6731927710843374
1682,True,1.0,decay,40.0,10.0,none,0.0,0.6679216867469879
1683,True,1.0,decay,60.0,10.0,none,0.0,0.6739457831325302
1684,True,1.0,decay,1.0,40.0,none,0.0,0.6762048192771084
1685,True,1.0,decay,10.0,40.0,none,0.0,0.6716867469879518
1686,True,1.0,decay,40.0,40.0,none,0.0,0.6852409638554217
1687,True,1.0,decay,60.0,40.0,none,0.0,0.6844879518072289
1688,True,1.0,decay,1.0,60.0,none,0.0,0.6024096385542169
1689,True,1.0,decay,10.0,60.0,none,0.0,0.6762048192771084
1690,True,1.0,decay,40.0,60.0,none,0.0,0.6784638554216867
1691,True,1.0,decay,60.0,60.0,none,0.0,0.6822289156626506
1692,True,1.0,decay,1.0,80.0,none,0.0,0.6573795180722891
1693,True,1.0,decay,10.0,80.0,none,0.0,0.6754518072289156
1694,True,1.0,decay,40.0,80.0,none,0.0,0.6731927710843374
1695,True,1.0,decay,60.0,80.0,none,0.0,0.6799698795180723
1696,True,0.5,const,1.0,10.0,none,0.0,0.6724397590361446
1697,True,0.5,const,10.0,10.0,none,0.0,0.6731927710843374
1698,True,0.5,const,40.0,10.0,none,0.0,0.6634036144578314
1699,True,0.5,const,60.0,10.0,none,0.0,0.6558734939759037
1700,True,0.5,const,1.0,40.0,none,0.0,0.6581325301204819
1701,True,0.5,const,10.0,40.0,none,0.0,0.6875
1702,True,0.5,const,40.0,40.0,none,0.0,0.6769578313253012
1703,True,0.5,const,60.0,40.0,none,0.0,0.6867469879518072
1704,True,0.5,const,1.0,60.0,none,0.0,0.6664156626506024
1705,True,0.5,const,10.0,60.0,none,0.0,0.6694277108433735
1706,True,0.5,const,40.0,60.0,none,0.0,0.6807228915662651
1707,True,0.5,const,60.0,60.0,none,0.0,0.6543674698795181
1708,True,0.5,const,1.0,80.0,none,0.0,0.6671686746987951
1709,True,0.5,const,10.0,80.0,none,0.0,0.6641566265060241
1710,True,0.5,const,40.0,80.0,none,0.0,0.6829819277108434
1711,True,0.5,const,60.0,80.0,none,0.0,0.6814759036144579
1712,True,0.5,decay,1.0,10.0,none,0.0,0.6792168674698795
1713,True,0.5,decay,10.0,10.0,none,0.0,0.6731927710843374
1714,True,0.5,decay,40.0,10.0,none,0.0,0.6844879518072289
1715,True,0.5,decay,60.0,10.0,none,0.0,0.6875
1716,True,0.5,decay,1.0,40.0,none,0.0,0.661144578313253
1717,True,0.5,decay,10.0,40.0,none,0.0,0.6716867469879518
1718,True,0.5,decay,40.0,40.0,none,0.0,0.6792168674698795
1719,True,0.5,decay,60.0,40.0,none,0.0,0.6822289156626506
1720,True,0.5,decay,1.0,60.0,none,0.0,0.6694277108433735
1721,True,0.5,decay,10.0,60.0,none,0.0,0.6769578313253012
1722,True,0.5,decay,40.0,60.0,none,0.0,0.6784638554216867
1723,True,0.5,decay,60.0,60.0,none,0.0,0.6837349397590361
1724,True,0.5,decay,1.0,80.0,none,0.0,0.6506024096385542
1725,True,0.5,decay,10.0,80.0,none,0.0,0.6679216867469879
1726,True,0.5,decay,40.0,80.0,none,0.0,0.6746987951807228
1727,True,0.5,decay,60.0,80.0,none,0.0,0.6769578313253012
1728,True,0.1,const,1.0,10.0,none,0.0,0.6536144578313253
1729,True,0.1,const,10.0,10.0,none,0.0,0.6754518072289156
1730,True,0.1,const,40.0,10.0,none,0.0,0.6769578313253012
1731,True,0.1,const,60.0,10.0,none,0.0,0.6227409638554217
1732,True,0.1,const,1.0,40.0,none,0.0,0.6626506024096386
1733,True,0.1,const,10.0,40.0,none,0.0,0.6731927710843374
1734,True,0.1,const,40.0,40.0,none,0.0,0.6829819277108434
1735,True,0.1,const,60.0,40.0,none,0.0,0.6837349397590361
1736,True,0.1,const,1.0,60.0,none,0.0,0.6573795180722891
1737,True,0.1,const,10.0,60.0,none,0.0,0.6701807228915663
1738,True,0.1,const,40.0,60.0,none,0.0,0.6807228915662651
1739,True,0.1,const,60.0,60.0,none,0.0,0.6807228915662651
1740,True,0.1,const,1.0,80.0,none,0.0,0.6445783132530121
1741,True,0.1,const,10.0,80.0,none,0.0,0.6543674698795181
1742,True,0.1,const,40.0,80.0,none,0.0,0.6792168674698795
1743,True,0.1,const,60.0,80.0,none,0.0,0.6769578313253012
1744,True,0.1,decay,1.0,10.0,none,0.0,0.6573795180722891
1745,True,0.1,decay,10.0,10.0,none,0.0,0.6784638554216867
1746,True,0.1,decay,40.0,10.0,none,0.0,0.6671686746987951
1747,True,0.1,decay,60.0,10.0,none,0.0,0.6694277108433735
1748,True,0.1,decay,1.0,40.0,none,0.0,0.6634036144578314
1749,True,0.1,decay,10.0,40.0,none,0.0,0.6634036144578314
1750,True,0.1,decay,40.0,40.0,none,0.0,0.6784638554216867
1751,True,0.1,decay,60.0,40.0,none,0.0,0.6807228915662651
1752,True,0.1,decay,1.0,60.0,none,0.0,0.6340361445783133
1753,True,0.1,decay,10.0,60.0,none,0.0,0.6649096385542169
1754,True,0.1,decay,40.0,60.0,none,0.0,0.6762048192771084
1755,True,0.1,decay,60.0,60.0,none,0.0,0.6716867469879518
1756,True,0.1,decay,1.0,80.0,none,0.0,0.6310240963855421
1757,True,0.1,decay,10.0,80.0,none,0.0,0.661144578313253
1758,True,0.1,decay,40.0,80.0,none,0.0,0.6694277108433735
1759,True,0.1,decay,60.0,80.0,none,0.0,0.6724397590361446
1760,True,0.01,const,1.0,10.0,none,0.0,0.6566265060240963
1761,True,0.01,const,10.0,10.0,none,0.0,0.6634036144578314
1762,True,0.01,const,40.0,10.0,none,0.0,0.6754518072289156
1763,True,0.01,const,60.0,10.0,none,0.0,0.6829819277108434
1764,True,0.01,const,1.0,40.0,none,0.0,0.5707831325301205
1765,True,0.01,const,10.0,40.0,none,0.0,0.6603915662650602
1766,True,0.01,const,40.0,40.0,none,0.0,0.6626506024096386
1767,True,0.01,const,60.0,40.0,none,0.0,0.6618975903614458
1768,True,0.01,const,1.0,60.0,none,0.0,0.6114457831325302
1769,True,0.01,const,10.0,60.0,none,0.0,0.6543674698795181
1770,True,0.01,const,40.0,60.0,none,0.0,0.6566265060240963
1771,True,0.01,const,60.0,60.0,none,0.0,0.6603915662650602
1772,True,0.01,const,1.0,80.0,none,0.0,0.5414156626506024
1773,True,0.01,const,10.0,80.0,none,0.0,0.6506024096385542
1774,True,0.01,const,40.0,80.0,none,0.0,0.6581325301204819
1775,True,0.01,const,60.0,80.0,none,0.0,0.6618975903614458
1776,True,0.01,decay,1.0,10.0,none,0.0,0.6490963855421686
1777,True,0.01,decay,10.0,10.0,none,0.0,0.6603915662650602
1778,True,0.01,decay,40.0,10.0,none,0.0,0.6739457831325302
1779,True,0.01,decay,60.0,10.0,none,0.0,0.6792168674698795
1780,True,0.01,decay,1.0,40.0,none,0.0,0.6069277108433735
1781,True,0.01,decay,10.0,40.0,none,0.0,0.6679216867469879
1782,True,0.01,decay,40.0,40.0,none,0.0,0.6603915662650602
1783,True,0.01,decay,60.0,40.0,none,0.0,0.6641566265060241
1784,True,0.01,decay,1.0,60.0,none,0.0,0.6227409638554217
1785,True,0.01,decay,10.0,60.0,none,0.0,0.6536144578313253
1786,True,0.01,decay,40.0,60.0,none,0.0,0.6596385542168675
1787,True,0.01,decay,60.0,60.0,none,0.0,0.661144578313253
1788,True,0.01,decay,1.0,80.0,none,0.0,0.5768072289156626
1789,True,0.01,decay,10.0,80.0,none,0.0,0.6362951807228916
1790,True,0.01,decay,40.0,80.0,none,0.0,0.6536144578313253
1791,True,0.01,decay,60.0,80.0,none,0.0,0.6596385542168675
