,number of layers,nodes per layer,epoch,batch size,learning rate,initial learning rate,momentum parameter,lambda,stopping tol,cost,accuracy,data set
34,3,23 : 40_tanh : 2_tanh,17,100,0.049578582052553305,0.05,0.9,0.0001,0.0001,0.5316780017785148,0.7708148148148148,train
35,3,23 : 40_tanh : 2_tanh,17,100,0.049578582052553305,0.05,0.9,0.0001,0.0001,0.5232007251846165,0.777,test
36,3,23 : 40_tanh : 2_tanh,18,100,0.04955401387512389,0.05,0.9,0.0001,0.0001,0.5308874895778418,0.7712962962962963,train
37,3,23 : 40_tanh : 2_tanh,18,100,0.04955401387512389,0.05,0.9,0.0001,0.0001,0.5225735172720887,0.777,test
38,3,23 : 40_tanh : 2_tanh,19,100,0.04952947003467063,0.05,0.9,0.0001,0.0001,0.5302436554793937,0.772,train
39,3,23 : 40_tanh : 2_tanh,19,100,0.04952947003467063,0.05,0.9,0.0001,0.0001,0.5219236859165409,0.7776666666666666,test
40,3,23 : 40_tanh : 2_tanh,20,100,0.04950495049504951,0.05,0.9,0.0001,0.0001,0.5296522709877522,0.7725555555555556,train
41,3,23 : 40_tanh : 2_tanh,20,100,0.04950495049504951,0.05,0.9,0.0001,0.0001,0.5212886277083976,0.779,test
42,3,23 : 40_tanh : 2_tanh,21,100,0.049480455220188034,0.05,0.9,0.0001,0.0001,0.5289471505940113,0.7725925925925926,train
43,3,23 : 40_tanh : 2_tanh,21,100,0.049480455220188034,0.05,0.9,0.0001,0.0001,0.5208355711405476,0.7793333333333333,test
44,3,23 : 40_tanh : 2_tanh,22,100,0.049455984174085074,0.05,0.9,0.0001,0.0001,0.5283922184918473,0.7731851851851852,train
45,3,23 : 40_tanh : 2_tanh,22,100,0.049455984174085074,0.05,0.9,0.0001,0.0001,0.5204350583922317,0.7793333333333333,test
46,3,23 : 40_tanh : 2_tanh,23,100,0.049431537320810674,0.05,0.9,0.0001,0.0001,0.5278766946789549,0.774074074074074,train
47,3,23 : 40_tanh : 2_tanh,23,100,0.049431537320810674,0.05,0.9,0.0001,0.0001,0.519883950680492,0.779,test
48,3,23 : 40_tanh : 2_tanh,24,100,0.04940711462450593,0.05,0.9,0.0001,0.0001,0.5275020595762697,0.7742222222222223,train
49,3,23 : 40_tanh : 2_tanh,24,100,0.04940711462450593,0.05,0.9,0.0001,0.0001,0.5199432672105739,0.779,test
50,3,23 : 40_tanh : 2_tanh,25,100,0.04938271604938272,0.05,0.9,0.0001,0.0001,0.5269982175004143,0.7742962962962963,train
51,3,23 : 40_tanh : 2_tanh,25,100,0.04938271604938272,0.05,0.9,0.0001,0.0001,0.519406945793131,0.779,test
52,3,23 : 40_tanh : 2_tanh,26,100,0.0493583415597236,0.05,0.9,0.0001,0.0001,0.5266475045914318,0.7747777777777778,train
53,3,23 : 40_tanh : 2_tanh,26,100,0.0493583415597236,0.05,0.9,0.0001,0.0001,0.5190752601053418,0.7796666666666666,test
54,3,23 : 40_tanh : 2_tanh,27,100,0.0493339911198816,0.05,0.9,0.0001,0.0001,0.5263194698576187,0.7752592592592593,train
55,3,23 : 40_tanh : 2_tanh,27,100,0.0493339911198816,0.05,0.9,0.0001,0.0001,0.5187154353413892,0.7796666666666666,test
56,3,23 : 40_tanh : 2_tanh,28,100,0.04930966469428008,0.05,0.9,0.0001,0.0001,0.5261395302009175,0.7753333333333333,train
57,3,23 : 40_tanh : 2_tanh,28,100,0.04930966469428008,0.05,0.9,0.0001,0.0001,0.5188769361618204,0.7796666666666666,test
