,accuracy,batch size,cost,data set,epoch,initial learning rate,lambda,learning rate,momentum parameter,nodes per layer,number of layers,pol order,stopping tol
165,Nan,50,0.004091483438794526,train,80,0.4,1e-06,0.303030303030303,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
166,Nan,50,0.004332054223521874,test,81,0.4,1e-06,0.30211480362537757,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
167,Nan,50,0.004223666936158671,train,81,0.4,1e-06,0.30211480362537757,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
168,Nan,50,0.004509422831543625,test,82,0.4,1e-06,0.3012048192771084,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
169,Nan,50,0.0039705925154296376,train,82,0.4,1e-06,0.3012048192771084,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
170,Nan,50,0.004285970554634526,test,83,0.4,1e-06,0.30030030030030025,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
171,Nan,50,0.004656650606244498,train,83,0.4,1e-06,0.30030030030030025,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
172,Nan,50,0.004618313547021892,test,84,0.4,1e-06,0.2994011976047904,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
173,Nan,50,0.0038494292581446048,train,84,0.4,1e-06,0.2994011976047904,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
174,Nan,50,0.004355643380105338,test,85,0.4,1e-06,0.29850746268656714,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
175,Nan,50,0.004052494494623447,train,85,0.4,1e-06,0.29850746268656714,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
176,Nan,50,0.004640043565326037,test,86,0.4,1e-06,0.29761904761904756,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
177,Nan,50,0.0039042169947333238,train,86,0.4,1e-06,0.29761904761904756,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
178,Nan,50,0.004337367930337497,test,87,0.4,1e-06,0.29673590504451036,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
179,Nan,50,0.004221410419627969,train,87,0.4,1e-06,0.29673590504451036,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
180,Nan,50,0.005268007108347073,test,88,0.4,1e-06,0.29585798816568043,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
181,Nan,50,0.004081906842158143,train,88,0.4,1e-06,0.29585798816568043,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
182,Nan,50,0.004267214816378852,test,89,0.4,1e-06,0.29498525073746307,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
183,Nan,50,0.004433063162941168,train,89,0.4,1e-06,0.29498525073746307,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
184,Nan,50,0.004544641633840916,test,90,0.4,1e-06,0.2941176470588235,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
185,Nan,50,0.004430641007742627,train,90,0.4,1e-06,0.2941176470588235,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
186,Nan,50,0.00555124940528081,test,91,0.4,1e-06,0.29325513196480935,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
187,Nan,50,0.004456504783676892,train,91,0.4,1e-06,0.29325513196480935,0.9,6785 : 40_tanh : 1_tanh,3,115.0,0.0001
